,Player,Matches,Inns,Not_outs,Runs,Ave,B_Faced,SR,Fours,Sixes
1535,Abdullah Mahmood (DEN),1,1,0,2,0.0,0,0.0,0,0
1536,AG Achar (SGP),5,2,2,2,0.0,0,0.0,0,0
1537,Adel Kolasangiani (Iran),1,1,1,2,0.0,0,0.0,0,0
1538,N Advani (GIBR),1,1,0,2,0.0,0,0.0,0,0
1539,Aftab Alam (AFG),12,5,3,2,1.0,9,0.0,0,0
1540,Alok Kapali (BAN),2,2,0,2,0.0,0,0.0,0,0
1541,Areeb Quadir (FIN),2,1,0,2,0.0,0,0.0,0,0
1542,Arshad Hayat (CZK-R),7,2,0,2,0.0,0,0.0,0,0
1543,KMC Bandara (SL),1,1,1,2,0.0,0,0.0,0,0
1544,Bashir Shah (DEN),4,2,2,2,0.0,0,0.0,0,0
1545,A Bhattarai (NEP),1,1,0,2,0.0,0,0.0,0,0
1546,P Buccimazza (PORT),4,2,0,2,0.0,0,0.0,0,0
1547,A Carthew (Chile),4,1,1,2,0.0,0,0.0,0,0
1548,S Chophel (BHU),1,1,1,2,0.0,0,0.0,0,0
1549,H Dajc (SRB),2,2,1,2,2.0,3,0.0,0,0
1550,Emran Shahbakhsh (Iran),3,3,1,2,1.0,8,0.0,0,0
1551,M Faraz Akram (ZIM),1,1,1,2,0.0,0,0.0,0,0
1552,MVT Fernando (SL),1,1,0,2,0.0,0,0.0,0,0
1553,C Fry (LUX),3,1,0,2,0.0,0,0.0,0,0
1554,BD Glover (NED),19,4,3,2,2.0,8,0.0,0,0
1555,Jandu Hamoud (KUW),6,1,0,2,0.0,0,0.0,0,0
1556,A Husain (Arg),5,1,1,2,0.0,0,0.0,0,0
1557,Ilyas Ahmed (KUW),7,3,2,2,2.0,3,0.0,0,0
1558,S Kansoy (TKY),4,4,0,2,0.0,0,0.0,0,0
1559,I Lisboa (Chile),1,1,0,2,0.0,0,0.0,0,0
1560,J Long (PHI),2,1,1,2,0.0,0,0.0,0,0
1561,T Lungameni (NAM),6,1,1,2,0.0,0,0.0,0,0
1562,Masood Jayezeh (Iran),3,3,0,2,0.0,0,0.0,0,0
1563,Muslim Yar (GER),8,1,0,2,0.0,0,0.0,0,0
1564,Najeeb Amar (HKG),1,1,0,2,0.0,0,0.0,0,0
1565,W Nalisa (VAN),9,3,2,2,2.0,4,0.0,0,0
1566,Naveed Ahmed (CZK-R),10,2,1,2,2.0,4,0.0,0,0
1567,A Ndlovu (ZIM),3,1,0,2,0.0,0,0.0,0,0
1568,K Nima (BHU),1,1,1,2,0.0,0,0.0,0,0
1569,Noman Kamawi (Belg),1,1,0,2,0.0,0,0.0,0,0
1570,A Nortje (SA),5,1,0,2,0.0,0,0.0,0,0
1571,L Nou (PNG),3,1,1,2,0.0,0,0.0,0,0
1572,S Saeed (MDV),5,1,0,2,0.0,0,0.0,0,0
1573,Saqlain Ali (Belg),2,1,0,2,0.0,0,0.0,0,0
1574,Shoaib Gazi Hossain (Chile),4,1,0,2,0.0,0,0.0,0,0
1575,Suhrid Roy (MLT),1,1,1,2,0.0,0,0.0,0,0
1576,A Tripathi (Mex),3,2,2,2,0.0,0,0.0,0,0
1577,Usman Shinwari (PAK),16,3,3,2,0.0,0,0.0,0,0
1578,S Vijayakumar (SGP),9,2,0,2,0.0,0,0.0,0,0
1579,R Vinay Kumar (IND),6,1,1,2,0.0,0,0.0,0,0
1580,Waqar Khan (Peru),4,2,1,2,2.0,3,0.0,0,0
1581,Waqas Raja (FIN),1,1,1,2,0.0,0,0.0,0,0
1582,BTJ Wheal (SCOT),5,2,2,2,0.0,0,0.0,0,0
1583,UT Yadav (IND),7,1,0,2,0.0,0,0.0,0,0
1584,Zaheer Maqsood (UAE),3,1,0,2,0.0,0,0.0,0,0
1585,Z Abbasi (BOT),1,1,0,1,0.0,0,0.0,0,0
1586,KK Ahmed (IND),14,1,1,1,0.0,0,0.0,0,0
1587,J Allen (BRA),2,2,1,1,1.0,4,0.0,0,0
1588,HS Alta (TKY),4,4,1,1,0.33,10,10.0,0,0
1589,B Angeltti (Arg),3,1,0,1,0.0,0,0.0,0,0
1590,V Ateak (GHA),4,1,1,1,0.0,0,0.0,0,0
1591,Babar Ali (BHR),3,1,1,1,0.0,0,0.0,0,0
1592,HK Bennett (NZ),7,1,1,1,0.0,0,0.0,0,0
1593,S Bhari (NEP),8,5,3,1,0.5,7,0.0,0,0
1594,DE Bollinger (AUS),9,2,2,1,0.0,0,0.0,0,0
1595,DG Brownlie (NZ),3,3,0,1,0.0,0,0.0,0,0
1596,N Buckle (GUE),3,1,1,1,0.0,0,0.0,0,0
1597,IG Butler (NZ),4,1,1,1,0.0,0,0.0,0,0
1598,DL Chahar (IND),13,4,4,1,0.0,0,0.0,0,0
1599,AS Dean (CAN),1,1,0,1,0.0,0,0.0,0,0
1600,R Dhawan (IND),1,1,1,1,0.0,0,0.0,0,0
1601,B Dugic (SRB),2,1,0,1,0.0,0,0.0,0,0
1602,GDR Eranga (CAN),9,1,0,1,0.0,0,0.0,0,0
1603,AC Evans (SCOT),27,6,1,1,0.2,10,10.0,0,0
1604,LH Ferguson (NZ),11,1,0,1,0.0,0,0.0,0,0
1605,CRD Fernando (SL),2,2,0,1,0.0,0,0.0,0,0
1606,MD Garratt (GIBR),4,2,1,1,0.0,0,0.0,0,0
1607,A Gavde (CAY),1,1,0,1,0.0,0,0.0,0,0
1608,O Goker (TKY),1,1,1,1,0.0,0,0.0,0,0
1609,Hashmatullah Shahidi (AFG),1,1,1,1,0.0,0,0.0,0,0
1610,GM Hyde (Blz),3,1,0,1,0.0,0,0.0,0,0
1611,Imran Yousaf (KSA),2,1,1,1,0.0,0,0.0,0,0
1612,B Khumalo (BOT),3,1,0,1,0.0,0,0.0,0,0
1613,VJ Kingma (NED),4,2,1,1,0.0,0,0.0,0,0
1614,DS Kulkarni (IND),2,1,1,1,0.0,0,0.0,0,0
1615,P Kumar (IND),7,2,0,1,0.0,0,0.0,0,0
1616,A Lagos (GRC),1,1,1,1,0.0,0,0.0,0,0
1617,C Liebenberg (IOM),1,1,0,1,0.0,0,0.0,0,0
1618,R McLaren (SA),7,1,0,1,0.0,0,0.0,0,0
1619,R Mahajan (PHI),3,1,1,1,0.0,0,0.0,0,0
1620,RD McCann (IRE),3,1,0,1,0.0,0,0.0,0,0
1621,BAW Mendis (SL),20,4,3,1,0.0,0,0.0,0,0
1622,S Mills (IOM),1,1,1,1,0.0,0,0.0,0,0
1623,MR Montfort (CAN),1,1,1,1,0.0,0,0.0,0,0
1624,Muhammed Shanil (UAE),1,1,1,1,0.0,0,0.0,0,0
1625,M Nasim Baras (AFG),3,1,0,1,0.0,0,0.0,0,0
1626,A Nathwani (Aut),5,1,1,1,0.0,0,0.0,0,0
1627,R Neale (LUX),3,2,0,1,0.0,0,0.0,0,0
1628,M Ntini (SA),1,1,1,1,0.0,0,0.0,0,0
1629,SD Parry (ENG),5,1,0,1,0.0,0,0.0,0,0
1630,MDK Perera (SL),3,2,0,1,0.0,0,0.0,0,0
1631,J Perman (ESP),4,1,0,1,0.0,0,0.0,0,0
1632,R Rampaul (WI),15,3,3,1,0.0,0,0.0,0,0
1633,KB Ahir (PAN),3,1,1,1,0.0,0,0.0,0,0
1634,EB Ringera (KENYA),1,1,0,1,0.0,0,0.0,0,0
1635,WJR Robertson (JER),6,2,2,1,0.0,0,0.0,0,0
1636,BA Sambo (MOZ),2,1,1,1,0.0,0,0.0,0,0
1637,O Sam Arthur (CRC),3,2,1,1,0.0,0,0.0,0,0
1638,Sandeep Sharma (IND),2,1,1,1,0.0,0,0.0,0,0
1639,M Sarenac (SRB),2,1,0,1,0.0,0,0.0,0,0
1640,Sayed Shirzad (AFG),4,1,0,1,0.0,0,0.0,0,0
1641,ZK Shem (VAN),5,2,2,1,0.0,0,0.0,0,0
1642,KM Silva (BRA),3,2,0,1,0.0,0,0.0,0,0
1643,Sohail Khan (PAK),4,1,1,1,0.0,0,0.0,0,0
1644,AL Stephen (VAN),2,1,0,1,0.0,0,0.0,0,0
1645,SW Tait (AUS),4,1,1,1,0.0,0,0.0,0,0
1646,RJW Topley (ENG),6,1,1,1,0.0,0,0.0,0,0
1647,LL Tsotsobe (SA),18,2,2,1,0.0,0,0.0,0,0
1648,T Turan (TKY),4,4,0,1,0.0,0,0.0,0,0
1649,R van der Merwe (Arg),5,2,2,1,0.0,0,0.0,0,0
1650,S Veerapathiran (BHR),1,1,0,1,0.0,0,0.0,0,0
1651,I Wardlaw (SCOT),4,1,0,1,0.0,0,0.0,0,0
1652,Wasim Ali (OMA),3,2,1,1,0.0,0,0.0,0,0
1653,JD Wildermuth (AUS),2,1,1,1,0.0,0,0.0,0,0
1654,Yamin Ahmadzai (AFG),2,1,1,1,0.0,0,0.0,0,0
1655,Zaki Ul Hassan (Belg),3,1,0,1,0.0,0,0.0,0,0
1656,Zeeshan Abbas (BHR),1,1,0,1,0.0,0,0.0,0,0
1657,AS Abioye (NGA),5,1,1,0,0.0,0,0.0,0,0
1658,Aizaz Cheema (PAK),5,1,1,0,0.0,0,0.0,0,0
1659,C Akyuz (TKY),1,1,0,0,0.0,0,0.0,0,0
1660,Ali Naqi (PORT),4,1,1,0,0.0,0,0.0,0,0
1661,MA Aponso (SL),3,1,0,0,0.0,0,0.0,0,0
1662,S Arachchige (ITA),4,1,0,0,0.0,0,0.0,0,0
1663,SK Atai (PNG),2,1,0,0,0.0,0,0.0,0,0
1664,MS Aulakh (CAN),3,1,0,0,0.0,0,0.0,0,0
1665,CT Bancroft (AUS),1,1,1,0,0.0,0,0.0,0,0
1666,M Bhanuka (SL),2,1,0,0,0.0,0,0.0,0,0
1667,DR Briggs (ENG),7,1,1,0,0.0,0,0.0,0,0
1668,PP Chawla (IND),4,1,0,0,0.0,0,0.0,0,0
1669,DO Christian (WI),2,1,0,0,0.0,0,0.0,0,0
1670,I Civric (SRB),1,1,0,0,0.0,0,0.0,0,0
1671,S Dalton (CZK-R),2,1,0,0,0.0,0,0.0,0,0
1672,N Dipakkumar Patel (PAN),3,1,0,0,0.0,0,0.0,0,0
1673,JN Dorji (BHU),1,1,0,0,0.0,0,0.0,0,0
1674,GD Drummond (SCOT),8,1,0,0,0.0,0,0.0,0,0
1675,Ehsan Nawaz (HKG),5,1,0,0,0.0,0,0.0,0,0
1676,Fakhrul Mohon (PORT),4,1,0,0,0.0,0,0.0,0,0
1677,Fiaz Ahmad (KUW),3,1,1,0,0.0,0,0.0,0,0
1678,BC Fortuin (SA),4,2,1,0,0.0,1,0.0,0,0
1679,GC Galanis (GRC),2,1,0,0,0.0,0,0.0,0,0
1680,Gershon Yusuf (NGA),1,1,0,0,0.0,0,0.0,0,0
1681,L Gherasim (ROM),3,1,0,0,0.0,0,0.0,0,0
1682,M Gherasim (ROM),2,1,1,0,0.0,0,0.0,0,0
1683,M Goonetilleke (MLT),1,1,0,0,0.0,0,0.0,0,0
1684,Haris Rauf (PAK),11,1,1,0,0.0,0,0.0,0,0
1685,BW Hilfenhaus (AUS),1,1,0,0,0.0,0,0.0,0,0
1686,Imran Khan (1) (PAK),3,1,0,0,0.0,0,0.0,0,0
1687,KA Jamieson (NZ),4,1,1,0,0.0,0,0.0,0,0
1688,P Kerai (KENYA),6,1,0,0,0.0,0,0.0,0,0
1689,CA Liyanage (MDV),3,3,1,0,0.0,2,0.0,0,0
1690,K Loday (BHU),1,1,1,0,0.0,0,0.0,0,0
1691,P Malav (LUX),3,1,0,0,0.0,0,0.0,0,0
1692,OM Marshall (Peru),3,1,0,0,0.0,0,0.0,0,0
1693,M Meade (Chile),1,1,0,0,0.0,0,0.0,0,0
1694,A Mehmood (HKG),2,1,1,0,0.0,0,0.0,0,0
1695,Mehran Dorri (Iran),1,1,1,0,0.0,0,0.0,0,0
1696,Mehran Siasar (Iran),1,1,0,0,0.0,0,0.0,0,0
1697,Michael Nazir (MLT),1,1,0,0,0.0,0,0.0,0,0
1698,TS Mills (ENG/ICC),5,1,0,0,0.0,0,0.0,0,0
1699,A Mishra (IND),9,1,0,0,0.0,0,0.0,0,0
1700,Mohameed Taiwo (NGA),2,1,1,0,0.0,0,0.0,0,0
1701,Mohammad Ayaz (UAE),1,1,0,0,0.0,0,0.0,0,0
1702,JK Mukhiya (NEP),4,1,1,0,0.0,0,0.0,0,0
1703,Musawar Shah (QAT),4,1,1,0,0.0,0,0.0,0,0
1704,Musa Shaheen (DEN),1,1,0,0,0.0,0,0.0,0,0
1705,T Muzarabani (ZIM),9,1,1,0,0.0,0,0.0,0,0
1706,Naveed Fakhr (KUW),1,1,1,0,0.0,0,0.0,0,0
1707,Navid Abdollahpour (Iran),2,1,1,0,0.0,0,0.0,0,0
1708,Nawaf Ahmed (KUW),1,1,1,0,0.0,0,0.0,0,0
1709,Noor Momand (Belg),2,1,1,0,0.0,0,0.0,0,0
1710,L Nussbaumer (GUE),1,1,0,0,0.0,0,0.0,0,0
1711,A Orfila (GIBR),1,1,0,0,0.0,0,0.0,0,0
1712,MM Patel (IND),3,1,0,0,0.0,0,0.0,0,0
1713,T Phaswana (BOT),1,1,0,0,0.0,0,0.0,0,0
1714,Qais Ahmad (AFG),1,1,1,0,0.0,0,0.0,0,0
1715,Rahman Ademi (SRB),2,1,1,0,0.0,0,0.0,0,0
1716,R Rivas (Chile),3,1,0,0,0.0,0,0.0,0,0
1717,Rumman Raees (PAK),8,1,1,0,0.0,0,0.0,0,0
1718,Sajid Liaqat (GER),2,1,1,0,0.0,0,0.0,0,0
1719,K Santokie (WI),12,1,1,0,0.0,0,0.0,0,0
1720,I Sawmy (DEN),2,2,1,0,0.0,2,0.0,0,0
1721,A Shahzad (ENG),2,1,1,0,0.0,0,0.0,0,0
1722,Shakeel Ansar (PAK),2,1,0,0,0.0,0,0.0,0,0
1723,I Sharma (IND),3,1,0,0,0.0,0,0.0,0,0
1724,B Shikongo (NAM),11,1,0,0,0.0,0,0.0,0,0
1725,BA Simango (MOZ),2,1,0,0,0.0,0,0.0,0,0
1726,M Simmons (BER),2,1,0,0,0.0,0,0.0,0,0
1727,M Simpson-Parker (Aut),3,1,0,0,0.0,0,0.0,0,0
1728,S Singh (PORT),1,1,0,0,0.0,0,0.0,0,0
1729,L Sipamla (SA),6,1,0,0,0.0,0,0.0,0,0
1730,S Soosiyakumar (BUL),1,1,0,0,0.0,0,0.0,0,0
1731,ES Soto (CRC),1,1,0,0,0.0,0,0.0,0,0
1732,L Sreekumar (UAE),1,1,0,0,0.0,0,0.0,0,0
1733,H Ssenyondo (UGA),7,1,1,0,0.0,0,0.0,0,0
1734,Taijul Islam (BAN),2,1,1,0,0.0,0,0.0,0,0
1735,MH Yardy (ENG),2,1,0,0,0.0,0,0.0,0,0
1736,Ziaur Rehman (FIN),1,1,0,0,0.0,0,0.0,0,0
1737,Zulqarnain Haider (ESP),5,1,0,0,0.0,0,0.0,0,0
1738,Abdul Rahman (Aut),3,0,0,0,0.0,0,0.0,0,0
1739,RA Abolarin (NGA),1,0,0,0,0.0,0,0.0,0,0
1740,Ahmed Raid (MDV),1,0,0,0,0.0,0,0.0,0,0
1741,NN Akhter (MLT),3,0,0,0,0.0,0,0.0,0,0
1742,GW Aldridge (NZ),1,0,0,0,0.0,0,0.0,0,0
1743,AD Algar (ESP),1,0,0,0,0.0,0,0.0,0,0
1744,A Anemogiannis (GRC),1,0,0,0,0.0,0,0.0,0,0
1745,S Aravind (IND),1,0,0,0,0.0,0,0.0,0,0
1746,JC Archer (ENG),7,0,0,0,0.0,0,0.0,0,0
1747,Asad Ali (PAK),2,0,0,0,0.0,0,0.0,0,0
1748,Atif Ali Khan (UAE),1,0,0,0,0.0,0,0.0,0,0
1749,P Awana (IND),2,0,0,0,0.0,0,0.0,0,0
1750,L Balaji (IND),5,0,0,0,0.0,0,0.0,0,0
1751,JT Ball (ENG),2,0,0,0,0.0,0,0.0,0,0
1752,S Bantzas (GRC),1,0,0,0,0.0,0,0.0,0,0
1753,MD Bates (NZ),3,0,0,0,0.0,0,0.0,0,0
1754,D Bau (PNG),1,0,0,0,0.0,0,0.0,0,0
1755,JP Behrendorff (AUS),7,0,0,0,0.0,0,0.0,0,0
1756,SJ Benn (WI),7,0,0,0,0.0,0,0.0,0,0
1757,SVE Bharathi (GER),2,0,0,0,0.0,0,0.0,0,0
1758,LT Bichard (GUE),1,0,0,0,0.0,0,0.0,0,0
1759,CC Blake (VAN),3,0,0,0,0.0,0,0.0,0,0
1760,SM Boland (AUS),3,0,0,0,0.0,0,0.0,0,0
1761,M Breban (GUE),1,0,0,0,0.0,0,0.0,0,0
1762,CG Burnett (SCOT),1,0,0,0,0.0,0,0.0,0,0
1763,J Butler (IOM),1,0,0,0,0.0,0,0.0,0,0
1764,RD Chahar (IND),1,0,0,0,0.0,0,0.0,0,0
1765,N Chejay (BHU),1,0,0,0,0.0,0,0.0,0,0
1766,C Chete (MWI),2,0,0,0,0.0,0,0.0,0,0
1767,MS Crane (ENG),2,0,0,0,0.0,0,0.0,0,0
1768,D Daesrath (CAN),1,0,0,0,0.0,0,0.0,0,0
1769,M de Lange (SA),6,0,0,0,0.0,0,0.0,0,0
1770,V Dikov (BUL),3,0,0,0,0.0,0,0.0,0,0
1771,K Dorji (BHU),2,0,0,0,0.0,0,0.0,0,0
1772,JA Duffy (NZ),1,0,0,0,0.0,0,0.0,0,0
1773,BT Foakes (ENG),1,0,0,0,0.0,0,0.0,0,0
1774,O Fournier (CRC),2,0,0,0,0.0,0,0.0,0,0
1775,R Frylinck (SA),3,0,0,0,0.0,0,0.0,0,0
1776,ST Gabriel (WI),2,0,0,0,0.0,0,0.0,0,0
1777,Garret Banner (Blz),1,0,0,0,0.0,0,0.0,0,0
1778,S Goud (CZK-R),1,0,0,0,0.0,0,0.0,0,0
1779,HF Gurney (ENG),2,0,0,0,0.0,0,0.0,0,0
1780,Hamid Hashemi (Iran),1,0,0,0,0.0,0,0.0,0,0
1781,Hamza Tahir (SCOT),11,0,0,0,0.0,0,0.0,0,0
1782,Hasan Mahmud (BAN),1,0,0,0,0.0,0,0.0,0,0
1783,Hassan Khan Mohammad (HKG),1,0,0,0,0.0,0,0.0,0,0
1784,RJ Hatchman (GIBR),1,0,0,0,0.0,0,0.0,0,0
1785,JR Hazlewood (AUS),9,0,0,0,0.0,0,0.0,0,0
1786,J Hurley (Arg),3,0,0,0,0.0,0,0.0,0,0
1787,Ibrahim Khan (KSA),1,0,0,0,0.0,0,0.0,0,0
1788,Imran Ashraf (QAT),4,0,0,0,0.0,0,0.0,0,0
1789,D Jakiel (ZIM),2,0,0,0,0.0,0,0.0,0,0
1790,GJ Joseph (Blz),1,0,0,0,0.0,0,0.0,0,0
1791,Jubair Hossain (BAN),1,0,0,0,0.0,0,0.0,0,0
1792,S Randiv (SL),1,0,0,0,0.0,0,0.0,0,0
1793,TP Kamungozi (ZIM),1,0,0,0,0.0,0,0.0,0,0
1794,SHT Kandamby (SL),1,0,0,0,0.0,0,0.0,0,0
1795,B Karki (NEP),1,0,0,0,0.0,0,0.0,0,0
1796,S Kaul (IND),3,0,0,0,0.0,0,0.0,0,0
1797,Z Khan (IND),5,0,0,0,0.0,0,0.0,0,0
1798,UKPW Kumaranayaka (KUW),7,0,0,0,0.0,0,0.0,0,0
1799,B Laughlin (AUS),2,0,0,0,0.0,0,0.0,0,0
1800,E Leie (SA),2,0,0,0,0.0,0,0.0,0,0
1801,DSK Madushanka (SL),2,0,0,0,0.0,0,0.0,0,0
1802,GT Main (SCOT),4,0,0,0,0.0,0,0.0,0,0
1803,M Markande (IND),1,0,0,0,0.0,0,0.0,0,0
1804,A Martin (WI),1,0,0,0,0.0,0,0.0,0,0
1805,JC Martin (GUE),1,0,0,0,0.0,0,0.0,0,0
1806,WT Mashinge (ZIM),2,0,0,0,0.0,0,0.0,0,0
1807,GJ McCarter (IRE),3,0,0,0,0.0,0,0.0,0,0
1808,SC Meaker (ENG),2,0,0,0,0.0,0,0.0,0,0
1809,NSK Mehta (Belg),4,0,0,0,0.0,0,0.0,0,0
1810,Mihusan Hamid (MDV),1,0,0,0,0.0,0,0.0,0,0
1811,D Mogan (MAS),2,0,0,0,0.0,0,0.0,0,0
1812,Mohammad Shahid (BAN),1,0,0,0,0.0,0,0.0,0,0
1813,Mohammed Shami (IND),12,0,0,0,0.0,0,0.0,0,0
1814,Mohammed Siraj (IND),3,0,0,0,0.0,0,0.0,0,0
1815,Mohsin Khan (HKG),3,0,0,0,0.0,0,0.0,0,0
1816,Muhammad Amir (MAS),1,0,0,0,0.0,0,0.0,0,0
1817,Muhammad Musa (PAK),2,0,0,0,0.0,0,0.0,0,0
1818,Mukhtiar Singh (ESP),2,0,0,0,0.0,0,0.0,0,0
1819,M Mwamadi (MWI),3,0,0,0,0.0,0,0.0,0,0
1820,M Nandela (Mex),2,0,0,0,0.0,0,0.0,0,0
1821,Nasir Aziz (UAE),1,0,0,0,0.0,0,0.0,0,0
1822,T Natarajan (IND),3,0,0,0,0.0,0,0.0,0,0
1823,NH Naureen (ESP),1,0,0,0,0.0,0,0.0,0,0
1824,Nawazish Jezuli (KSA),1,0,0,0,0.0,0,0.0,0,0
1825,Nazmul Hossain (BAN),2,0,0,0,0.0,0,0.0,0,0
1826,P Negi (IND),1,0,0,0,0.0,0,0.0,0,0
1827,A Neill (SCOT),5,0,0,0,0.0,0,0.0,0,0
1828,R Ngarava (ZIM),3,0,0,0,0.0,0,0.0,0,0
1829,TW Nightingale (GUE),1,0,0,0,0.0,0,0.0,0,0
1830,G Nikitas (GRC),2,0,0,0,0.0,0,0.0,0,0
1831,F Nkhoma (MWI),4,0,0,0,0.0,0,0.0,0,0
1832,E Ochieng (KENYA),2,0,0,0,0.0,0,0.0,0,0
1833,RJG Palmer (JER),2,0,0,0,0.0,0,0.0,0,0
1834,MA Parker (SCOT),2,0,0,0,0.0,0,0.0,0,0
1835,MW Parkinson (ENG),2,0,0,0,0.0,0,0.0,0,0
1836,AY Patel (NZ),2,0,0,0,0.0,0,0.0,0,0
1837,V Permaul (WI),1,0,0,0,0.0,0,0.0,0,0
1838,R Pisal (ROM),1,0,0,0,0.0,0,0.0,0,0
1839,KTGD Prasad (SL),1,0,0,0,0.0,0,0.0,0,0
1840,S Qeshile (SA),2,0,0,0,0.0,0,0.0,0,0
1841,Raja Adeel (ESP),5,0,0,0,0.0,0,0.0,0,0
1842,Rashid Khan (NEP),1,0,0,0,0.0,0,0.0,0,0
1843,KA Reynolds (Blz),3,0,0,0,0.0,0,0.0,0,0
1844,KAJ Roach (WI),1,0,0,0,0.0,0,0.0,0,0
1845,Robiul Islam (BAN),1,0,0,0,0.0,0,0.0,0,0
1846,Rokhan Barakzai (AFG),3,0,0,0,0.0,0,0.0,0,0
1847,AK Sah (NEP),1,0,0,0,0.0,0,0.0,0,0
1848,Sajedul Islam (BAN),1,0,0,0,0.0,0,0.0,0,0
1849,Saqlain Sajib (BAN),1,0,0,0,0.0,0,0.0,0,0
1850,K Senamontree (THA),2,0,0,0,0.0,0,0.0,0,0
1851,Shaffeq Muhammad (GRC),2,0,0,0,0.0,0,0.0,0,0
1852,Shahadat Hossain (BAN),1,0,0,0,0.0,0,0.0,0,0
1853,Sharif Asadullah (UAE),1,0,0,0,0.0,0,0.0,0,0
1854,KV Sharma (IND),1,0,0,0,0.0,0,0.0,0,0
1855,R Sharma (IND),2,0,0,0,0.0,0,0.0,0,0
1856,R Shepherd (WI),3,0,0,0,0.0,0,0.0,0,0
1857,NK Shetty (Mex),2,0,0,0,0.0,0,0.0,0,0
1858,S Singh (PHI),4,0,0,0,0.0,0,0.0,0,0
1859,SJS Smith (SCOT),1,0,0,0,0.0,0,0.0,0,0
1860,Soheel Hussain (Belg),1,0,0,0,0.0,0,0.0,0,0
1861,BB Sran (IND),2,0,0,0,0.0,0,0.0,0,0
1862,H Srinivasan (GER),1,0,0,0,0.0,0,0.0,0,0
1863,TJ Stephenson (Blz),1,0,0,0,0.0,0,0.0,0,0
1864,K Subramanian (SGP),1,0,0,0,0.0,0,0.0,0,0
1865,P Syafiq Ali (MAS),2,0,0,0,0.0,0,0.0,0,0
1866,J Thinley (BHU),2,0,0,0,0.0,0,0.0,0,0
1867,DC Thomas (WI),2,0,0,0,0.0,0,0.0,0,0
1868,CK Tshuma (ZIM),1,0,0,0,0.0,0,0.0,0,0
1869,JD Unadkat (IND),10,0,0,0,0.0,0,0.0,0,0
1870,Usman Qadir (PAK),3,0,0,0,0.0,0,0.0,0,0
1871,MB van Schelven (NED),2,0,0,0,0.0,0,0.0,0,0
1872,S Vats (LUX),1,0,0,0,0.0,0,0.0,0,0
1873,DJ Vilas (SA),1,0,0,0,0.0,0,0.0,0,0
1874,Vimal Kumar (PHI),2,0,0,0,0.0,0,0.0,0,0
1875,Vishal Ahir (PAN),1,0,0,0,0.0,0,0.0,0,0
1876,Waqar Abbasi (ROM),1,0,0,0,0.0,0,0.0,0,0
1877,Waqas Maqsood (PAK),1,0,0,0,0.0,0,0.0,0,0
1878,SG Whittingham (SCOT),3,0,0,0,0.0,0,0.0,0,0
1879,LJ Woodcock (NZ),2,0,0,0,0.0,0,0.0,0,0
1880,Zamir Khan (AFG),1,0,0,0,0.0,0,0.0,0,0
1881,S Zargar (Mex),1,0,0,0,0.0,0,0.0,0,0
1882,Zeeshan Khan (MLT),1,0,0,0,0.0,0,0.0,0,0
1883,Zeshan Arif (Aut),3,0,0,0,0.0,0,0.0,0,0
1884,Ziaur Rahman (AFG),1,0,0,0,0.0,0,0.0,0,0
1885,No records available to match this query,0,0,0,0,0.0,0,0.0,0,0
